Site Number,Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type
"1,093",Broughton Down 2,SU290320,"429,000","132,000","2,720",England,13,12,"2,004","2,015",UKBMS
"1,094",Catherington Lith,SU70401380,"470,400","113,800","1,980",England,10,11,"2,003","2,015",UKBMS
"1,095",Dell Piece West,SU70101250,"470,100","112,500",500,England,7,11,"2,003","2,015",UKBMS
"1,096",Hazleton Common,SU70201230,"470,200","112,300",,England,10,3,"2,000","2,003",UKBMS
"1,098","Windmill Hill, Chalton",SU71201760,"471,200","117,600","3,280",England,7,11,"2,003","2,015",UKBMS
"1,099",Parsonage Field,SU69501440,"469,500","114,400",100,England,1,11,"2,003","2,015",UKBMS
"1,100",Gait Barrows NNR (Warden's),SD48307740,"348,300","477,400","1,900",England,5,11,"1,982","1,992",UKBMS
"1,101",Heald Brow NT,SD46807390,"346,800","473,900","2,600",England,10,14,"2,002","2,015",UKBMS
"1,102",Heathwaite NT,SD44807680,"344,800","476,800","3,500",England,7,14,"2,002","2,015",UKBMS
"1,103",Helsington Barrows NT,SD48909040,"348,900","490,400","2,600",England,15,14,"2,002","2,015",UKBMS
"1,105",Hutton Roof (Dalton Crag FC),SD56507770,"356,500","477,700","2,400",England,7,6,"2,002","2,008",UKBMS
"1,106",Hutton Roof Common,SD560780,"356,000","478,000","4,600",England,8,14,"2,000","2,015",UKBMS
"1,107",Jack Scout NT,SD45907360,"345,900","473,600","1,150",England,11,22,"1,994","2,015",UKBMS
"1,108",Latterbarrow CWT,SD43908280,"343,900","482,800","1,100",England,6,17,"1,997","2,015",UKBMS
"1,110",Trowbarrow Quarry LNR,SD480758,"348,000","475,800","2,031",England,14,12,"1,998","2,009",UKBMS
"1,111",Warton Crag LNR,SD49407270,"349,400","472,700","3,181",England,15,25,"1,989","2,015",UKBMS
"1,112",Warton Crag LWT,SD49307340,"349,300","473,400","5,400",England,15,9,"2,002","2,010",UKBMS
"1,113",Warton Crag RSPB,SD48807310,"348,800","473,100","2,800",England,7,26,"1,990","2,015",UKBMS
"1,114",Whitbarrow - Howe Ridding pNNR,SD43508750,"343,500","487,500","1,410",England,15,16,"1,998","2,015",UKBMS
"1,115",Whitbarrow - Township Plantation,SD450887,"345,000","488,700","2,870",England,15,21,"1,995","2,015",UKBMS
"1,116",Witherslack Woods LNR,SD43508650,"343,500","486,500","3,800",England,15,22,"1,985","2,010",UKBMS
"1,117",Whitbarrow NNR  - Wakebarrow,SD450870,"345,000","487,000","3,505",England,15,14,"1,997","2,011",UKBMS
"1,118",Whitbarrow NNR - Farrer's Allotment,SD45408560,"345,400","485,600","4,100",England,15,15,"2,001","2,015",UKBMS
"1,119",Whitbarrow NNR - Hervey CWT,SD440870,"344,000","487,000","4,000",England,11,18,"1,995","2,015",UKBMS
"1,120",Lambhowe Plantation North,SD41609150,"341,600","491,500","2,450",England,11,3,"1,998","2,002",UKBMS
"1,121",Ainsdale NNR,SD28501050,"328,500","410,500",,England,7,10,"1,980","1,997",UKBMS
"1,122",Arnside Knott NT,SD45507640,"345,500","476,400","4,700",England,12,16,"1,994","2,015",UKBMS
"1,123",Barkbooth Lot (CWT),SD41509060,"341,500","490,600","1,460",England,10,12,"1,993","2,015",UKBMS
"1,124",Brigsteer Park Wood (NT),SD48708800,"348,700","488,000","3,000",England,6,11,"2,002","2,015",UKBMS
"1,125",Dick Fell,SD47307970,"347,300","479,700","1,295",England,7,16,"1,998","2,015",UKBMS
"1,126",Eaves Wood NT,SD46407630,"346,400","476,300","4,500",England,11,19,"1,997","2,015",UKBMS
"1,127",Flash Bank Wood NT,SD48808810,"348,800","488,100",950,England,5,11,"2,002","2,015",UKBMS
"1,129",Seaforth Nature Reserve,SJ31909700,"331,900","397,000","1,300",England,1,9,"1,990","2,001",UKBMS
"1,131",Teddy Heights (old),SD47407910,"347,400","479,100",,England,7,2,"1,998","1,999",UKBMS
"1,132",Clints Quarry,NY00801230,"300,800","512,300","1,205",England,,5,"2,011","2,015",UKBMS
"1,134",Waitby Greenriggs,NY760085,"376,000","508,500",,England,14,8,"1,998","2,015",UKBMS
"1,136",Martin Mere,SD42201450,"342,200","414,500","3,600",England,6,18,"1,995","2,012",UKBMS
"1,138",Mere Sands Wood New,SD44701570,"344,700","415,700","1,905",England,8,4,"2,004","2,007",UKBMS
"1,139","Radbrook, Downham",SD78104300,"378,100","443,000","2,570",England,14,2,"2,002","2,003",UKBMS
"1,140",Brant Whetland,SD33709370,"333,700","493,700",295,England,4,11,"2,001","2,014",UKBMS
"1,141",Field of Dreams,SD47507500,"347,500","475,000","1,030",England,9,14,"2,002","2,015",UKBMS
"1,142",Holme Park Fell,SD54107910,"354,100","479,100","3,315",England,10,14,"2,002","2,015",UKBMS
"1,143",Yealand Hall Allotment,SD490764,"349,000","476,400","4,000",England,14,14,"2,002","2,015",UKBMS
"1,144",Holme Park Quarry Reserve,SD53707830,"353,700","478,300","1,092",England,11,13,"2,003","2,015",UKBMS
"1,145",Coldwell Parrock,SD480778,"348,000","477,800",955,England,3,14,"2,002","2,015",UKBMS
"1,146",Lancelot Clark Storth,SD54607720,"354,600","477,200","2,285",England,15,20,"1,995","2,015",UKBMS
"1,147",Gait Barrows NNR (Warden's),SD48307740,"348,300","477,400","1,900",England,15,23,"1,993","2,015",UKBMS
"1,148",Lambhowe Plantation North,SD41109160,"341,100","491,600","1,360",England,8,3,"2,003","2,005",UKBMS
"1,149",Teddy Heights,SD47407910,"347,400","479,100","2,200",England,6,12,"2,004","2,015",UKBMS
"1,150",Beetham Fell,SD48707930,"348,700","479,300","3,190",England,12,10,"2,005","2,015",UKBMS
"1,151",Burton Fell,SD54507780,"354,500","477,800","2,290",England,10,12,"2,002","2,015",UKBMS
"1,153",Dobshall Wood,SD450780,"345,000","478,000","1,095",England,7,9,"2,006","2,015",UKBMS
"1,155",North Walney NNR,SD170723,"317,000","472,300","4,000",England,12,3,"2,007","2,010",UKBMS
"1,156",Foulshaw Moss,SD460860,"346,000","486,000","2,700",England,5,2,"2,006","2,007",UKBMS
"1,157",Witherslack Hall Woods,SD43508680,"343,500","486,800","2,233",England,10,9,"2,007","2,015",UKBMS
"1,158",Marble Quarry,SD498788,"349,800","478,800","2,005",England,6,1,"2,008","2,008",UKBMS
"1,159",Meathop Moss,SD447821,"344,700","482,100","1,980",England,8,8,"2,008","2,015",UKBMS
"1,161",Seven Acres,SD737094,"373,700","409,400","2,959",England,10,4,"2,009","2,015",UKBMS
"1,162",Hampsfield Allotment,SD398807,"339,800","480,700","2,010",England,5,3,"2,009","2,011",UKBMS
"1,163",Trowbarrow Quarry - New (2010),SD480758,"348,000","475,800","2,092",England,12,6,"2,010","2,015",UKBMS
"1,164",Middlebarrow Wood,SD464769,"346,400","476,900","2,890",England,13,6,"2,010","2,015",UKBMS
"1,165",Burton Fell Extension,SD543777,"354,300","477,700",400,England,2,3,"2,010","2,012",UKBMS
"1,166",Warton Crag LWT2,SD491731,"349,100","473,100","4,020",England,15,4,"2,011","2,015",UKBMS
"1,167",Thack Beck,NY506307,"350,600","530,700",,England,8,1,"2,012","2,012",UKBMS
"1,168",Ainsdale Sand Dunes NNR,SD288106,"328,800","410,600","5,325",England,13,3,"2,013","2,015",UKBMS
"1,169",Myers Allotment Two,SD474750,"347,400","475,000",850,England,10,3,"2,013","2,015",UKBMS
"1,171",Hartsop Dodd,NY413115,"341,300","511,500",,England,,3,"2,013","2,015",UKBMS
"1,172",Wartbarrow SSSI,SD390767,"339,000","476,700","2,200",England,10,2,"2,014","2,015",UKBMS
"1,173",South Walney Nature Reserve,SD225620,"322,500","462,000","2,962",England,7,2,"2,014","2,015",UKBMS
"1,174",Smardale Gill Extension,NY734081,"373,400","508,100","1,000",England,2,2,"2,014","2,015",UKBMS
"1,175",Hampsfell 2,SD404804,"340,400","480,400","2,615",England,10,2,"2,014","2,015",UKBMS
"1,176",Halecat,SD434835,"343,400","483,500",,England,12,2,"2,014","2,015",UKBMS
"1,177",Cragg Howe,SD455881,"345,500","488,100","1,673",England,14,1,"2,014","2,014",UKBMS
"1,178",Township Plantation south,SD451882,"345,100","488,200","1,781",England,15,2,"2,014","2,015",UKBMS
"1,179",Heysham Nature Reserve,SD406600,"340,600","460,000","1,000",England,10,1,"2,015","2,015",UKBMS
"1,180",Township Plantation central,SD451884,"345,100","488,400",991,England,7,1,"2,015","2,015",UKBMS
"1,181",Marble Quarry 2,SD499779,"349,900","477,900","2,384",England,10,1,"2,015","2,015",UKBMS
"1,208",Dunstable Downs,TL00602050,"500,600","220,500","2,000",England,9,7,"2,009","2,015",UKBMS
"1,209",Hill Rise,TL04605100,"504,600","251,000",400,England,1,6,"2,006","2,011",UKBMS
"1,210",Priory Country Park,TL07504930,"507,500","249,300","2,000",England,5,10,"2,006","2,015",UKBMS
"1,213",Totternhoe Old Chalk Quarry,SP98502250,"498,500","222,500","2,450",England,9,16,"1,995","2,015",UKBMS
"1,214",Galley & Warden Hills,TL090263,"509,000","226,300","6,000",England,14,5,"1,995","2,000",UKBMS
"1,220",Sharpenhoe Clappers,TL06703030,"506,700","230,300","2,300",England,11,17,"1,995","2,015",UKBMS
"1,221",Whipsnade Downs,TL01201820,"501,200","218,200","2,500",England,11,13,"1,995","2,015",UKBMS
"1,222",Totternhoe Knolls,SP97902200,"497,900","222,000","1,800",England,10,19,"1,987","2,005",UKBMS
"1,224",Old Warden Tunnel,TL110440,"511,000","244,000","1,188",England,8,10,"2,006","2,015",UKBMS
"1,226",Bedford Old Cemetery,TL050512,"505,000","251,200","1,940",England,5,6,"2,006","2,011",UKBMS
"1,227",Totternhoe Old Chalk Quarry SSSI Section 10,SP980225,"498,000","222,500",400,England,1,4,"2,006","2,015",UKBMS
"1,229",Knocking hoe,TL131307,"513,100","230,700","1,508",England,8,2,"2,013","2,014",UKBMS
"1,230",Whipsnade SSSI,SP998179,"499,800","217,900","2,000",England,9,3,"2,013","2,015",UKBMS
"1,231",Ring Haw,TL053973,"505,300","297,300","2,325",England,6,2,"2,014","2,015",UKBMS
"1,232",Mowsbury Hillfort,TL065532,"506,500","253,200","1,200",England,9,2,"2,014","2,015",UKBMS
"1,233",Sulby Gardens with Sulby Covert,SP662818,"466,200","281,800","1,840",England,7,1,"2,015","2,015",UKBMS
"1,301",Grendon & Doddershall Woods,SP700210,"470,000","221,000","3,800",England,13,16,"1,995","2,015",UKBMS
"1,304",Little Wittenham Nature Reserve,SU56809250,"456,800","192,500","4,900",England,15,2,"2,011","2,014",UKBMS
"1,305",College Lake,SP93501380,"493,500","213,800","2,450",England,6,14,"2,002","2,015",UKBMS
"1,306",Aston Clinton Ragpits,SP88801080,"488,800","210,800",900,England,2,16,"2,000","2,015",UKBMS
"1,307",Finemere Wood,SP72102160,"472,100","221,600","2,820",England,8,17,"1,994","2,015",UKBMS
"1,309",Coombe Hill,SP84700670,"484,700","206,700",650,England,4,15,"2,001","2,015",UKBMS
"1,310","Little Wittenham, Hill Farm",SU56209230,"456,200","192,300","3,445",England,10,17,"1,996","2,015",UKBMS
"1,311",Bowdown (Baynes/Bomb Site),SU50806500,"450,800","165,000","1,750",England,8,29,"1,986","2,015",UKBMS
"1,312",Aston Upthorpe Downs,SU54508370,"454,500","183,700","3,500",England,8,23,"1,993","2,015",UKBMS
"1,313",Blue Lagoon,SP86803270,"486,800","232,700","1,695",England,14,5,"1,996","2,000",UKBMS
"1,314",Howbery Park,SU61509000,"461,500","190,000","1,000",England,1,21,"1,995","2,015",UKBMS
"1,315",M40 Compensation Area,SP62901020,"462,900","210,200","1,620",England,7,25,"1,991","2,015",UKBMS
"1,316",Burnham Beeches (Old walk),SU95408500,"495,400","185,000","5,500",England,15,3,"1,989","1,991",UKBMS
"1,317",Burnham Beeches (New walk),SU95408500,"495,400","185,000","7,100",England,15,24,"1,992","2,015",UKBMS
"1,318",Crong,SP90400880,"490,400","208,800","1,035",England,2,14,"2,001","2,015",UKBMS
"1,319",Moor Copse Nature Reserve,SU63707410,"463,700","174,100","1,800",England,5,15,"2,001","2,015",UKBMS
"1,320",Carmel College Marsh,SU610874,"461,000","187,400","1,400",England,8,19,"1,995","2,014",UKBMS
"1,321",Lardon Chase,SU58708090,"458,700","180,900","1,000",England,6,19,"1,997","2,015",UKBMS
"1,323",Dancersend,SP900095,"490,000","209,500","2,800",England,14,15,"2,001","2,015",UKBMS
"1,324",Foundation Park,SU85707950,"485,700","179,500","1,635",England,10,4,"2,003","2,006",UKBMS
"1,325",Carrinton's New Farm,SU88409000,"488,400","190,000","2,580",England,10,13,"2,003","2,015",UKBMS
"1,326",Prestwood Picnic Site,SU86709920,"486,700","199,200",500,England,4,1,"2,003","2,003",UKBMS
"1,327",Kindersley Centre Sheepdrove,SU35208180,"435,200","181,800","2,000",England,10,1,"2,003","2,003",UKBMS
"1,328","Brush Hill, Princes Risborough",SP82100340,"482,100","203,400","1,320",England,10,12,"2,004","2,015",UKBMS
"1,329",College Lake New 2003,SP93501390,"493,500","213,900","1,250",England,5,12,"2,004","2,015",UKBMS
"1,331",Linford Wood,SP850401,"485,000","240,100","2,038",England,10,1,"2,002","2,002",UKBMS
"1,332",Monkstone & Oakgrove Park,SP87803850,"487,800","238,500","2,010",England,11,1,"2,002","2,002",UKBMS
"1,333",Rushbeds Wood,SP650155,"465,000","215,500",,England,9,1,"2,002","2,002",UKBMS
"1,334",Stonepits Park,SP84604200,"484,600","242,000","2,005",England,12,1,"2,002","2,002",UKBMS
"1,335",Hosehill LNR,SU64906970,"464,900","169,700","1,685",England,15,9,"2,005","2,015",UKBMS
"1,336",Ardley Quarry,SP53602730,"453,600","227,300",957,England,4,13,"2,003","2,015",UKBMS
"1,337",Butler's Hangings,SU81809590,"481,800","195,900","1,015",England,6,7,"2,003","2,009",UKBMS
"1,339",Hartslock,SU61807950,"461,800","179,500","1,405",England,7,13,"2,003","2,015",UKBMS
"1,340",Severn Barrows,SU32908280,"432,900","182,800",650,England,4,13,"2,003","2,015",UKBMS
"1,341",Hazeley Wood North Bucks Way and Oakhill Wood,SP81303650,"481,300","236,500","2,118",England,7,1,"2,002","2,002",UKBMS
"1,342",Shenley Wood,SP82503610,"482,500","236,100","2,044",England,9,1,"2,002","2,002",UKBMS
"1,343",Decoy Heath,SU61506350,"461,500","163,500","1,100",England,8,14,"2,002","2,015",UKBMS
"1,344",Hurley,SU81208210,"481,200","182,100",984,England,6,14,"2,002","2,015",UKBMS
"1,345",Loddon,SU78507580,"478,500","175,800","1,592",England,5,12,"2,002","2,015",UKBMS
"1,346",Wildmoor Heath,SU84306300,"484,300","163,000","4,426",England,10,17,"1,998","2,015",UKBMS
"1,347",Arrowhead,SU65407080,"465,400","170,800","1,195",England,12,4,"2,005","2,008",UKBMS
"1,348",Car Park Pit,SU67207050,"467,200","170,500",988,England,12,5,"2,005","2,009",UKBMS
"1,349",Brill Common,SP64801410,"464,800","214,100","3,000",England,10,11,"2,003","2,015",UKBMS
"1,351",Prestwood Nature,SU86609910,"486,600","199,100","5,020",England,15,10,"2,006","2,015",UKBMS
"1,352",Greenham Common,SU49506480,"449,500","164,800","3,220",England,9,1,"2,007","2,007",UKBMS
"1,353",Padworth Common,SU620647,"462,000","164,700","2,534",England,11,5,"2,007","2,011",UKBMS
"1,354",Holtspur Bottom Reserve,SU91709040,"491,700","190,400","1,125",England,9,9,"2,007","2,015",UKBMS
"1,355",Calvert Jubilee,SP68202520,"468,200","225,200","1,900",England,7,9,"2,007","2,015",UKBMS
"1,356",Chinnor Hill,SP76600020,"476,600","200,200","2,343",England,7,11,"2,005","2,015",UKBMS
"1,357",Homefield Wood,SU81207860,"481,200","178,600","1,000",England,11,9,"2,007","2,015",UKBMS
"1,358",Oakley Hill,SU75809950,"475,800","199,500",,England,6,11,"2,005","2,015",UKBMS
"1,359",Moor Copse Extension,SU640735,"464,000","173,500",,England,6,1,"2,007","2,007",UKBMS
"1,360",Shepperlands Farm,SU770640,"477,000","164,000",,England,4,3,"2,006","2,008",UKBMS
"1,361",Warburg 1 (central),SU71908800,"471,900","188,000","1,700",England,6,18,"1,998","2,015",UKBMS
"1,362",Watts Bank,SU32907720,"432,900","177,200",376,England,3,10,"2,006","2,015",UKBMS
"1,363",White Horse Hill,SU29308650,"429,300","186,500",,England,12,3,"2,007","2,009",UKBMS
"1,366",New Greenham Park Small Blue transect,SU500645,"450,000","164,500","1,200",England,1,5,"2,008","2,013",UKBMS
"1,367",Waterperry Wood 2,SP605092,"460,500","209,200","1,800",England,6,3,"2,008","2,010",UKBMS
"1,368",Hartslock Extension,SU620793,"462,000","179,300",560,England,2,8,"2,008","2,015",UKBMS
"1,369",Moor Copse Extension,SU638737,"463,800","173,700","1,625",England,8,8,"2,008","2,015",UKBMS
"1,370",Rushbeds Wood,SP672154,"467,200","215,400","2,856",England,8,9,"2,007","2,015",UKBMS
"1,371",Sydlings Copse,SP553094,"455,300","209,400","1,345",England,5,8,"2,008","2,015",UKBMS
"1,372",Greenham Common 2,SU495648,"449,500","164,800","3,220",England,9,7,"2,008","2,015",UKBMS
"1,373",Sands Bank,SU833933,"483,300","193,300",950,England,5,8,"2,006","2,013",UKBMS
"1,374",Chiltern Woodland Burial Park,SU967900,"496,700","190,000",,England,10,7,"2,009","2,015",UKBMS
"1,375",Ewelme Watercress Beds LNR,SU640917,"464,000","191,700",850,England,15,7,"2,009","2,015",UKBMS
"1,376",Thatcham Lakes and Reedbeds,SU506608,"450,600","160,800","3,850",England,10,6,"2,009","2,015",UKBMS
"1,377",Dancers End Extension,SP896096,"489,600","209,600",820,England,3,12,"2,004","2,015",UKBMS
"1,378",Little Linford Wood,SP831453,"483,100","245,300","2,650",England,6,7,"2,009","2,015",UKBMS
"1,379",Hook Norton,SP360322,"436,000","232,200",345,England,2,7,"2,009","2,015",UKBMS
"1,380",Glyme Valley,SP334260,"433,400","226,000",646,England,2,7,"2,009","2,015",UKBMS
"1,381",Hughenden,SU856958,"485,600","195,800",,England,9,3,"2,009","2,011",UKBMS
"1,382",Paizes Wood,SU586638,"458,600","163,800","2,630",England,12,5,"2,010","2,015",UKBMS
"1,383",Chilswell Valley,SP502038,"450,200","203,800","2,800",England,10,6,"2,009","2,015",UKBMS
"1,384",Barton Fields Transect C,SU507972,"450,700","197,200","1,945",England,11,4,"2,011","2,014",UKBMS
"1,385",Radley Transect D,SU516971,"451,600","197,100","2,371",England,10,4,"2,011","2,014",UKBMS
"1,386",Gomms Wood,SU895931,"489,500","193,100","1,175",England,7,3,"2,011","2,013",UKBMS
"1,387",Maidenhead Thicket,SU849812,"484,900","181,200","2,550",England,8,3,"2,012","2,014",UKBMS
"1,388",Fobney,SU702711,"470,200","171,100","2,500",England,5,4,"2,012","2,015",UKBMS
"1,389",Sheepdrove,SU358817,"435,800","181,700","1,340",England,7,4,"2,012","2,015",UKBMS
"1,390",Wallingford Castle Meadows,SU610898,"461,000","189,800",,England,,3,"2,013","2,015",UKBMS
"1,391",Crowmarsh Riverside Meadows,SU611892,"461,100","189,200",,England,,3,"2,013","2,015",UKBMS
"1,392",Mowbray Fields,SU522887,"452,200","188,700",670,England,9,2,"2,013","2,014",UKBMS
"1,393",Pyle Hill,SU483650,"448,300","165,000","1,577",England,10,3,"2,013","2,015",UKBMS
"1,394",Crookham,SU522643,"452,200","164,300","1,418",England,11,3,"2,013","2,015",UKBMS
"1,395",Cliveden,SU912853,"491,200","185,300","1,900",England,8,2,"2,014","2,015",UKBMS
"1,396",Bacombe Hill,SP861072,"486,100","207,200","2,639",England,9,2,"2,014","2,015",UKBMS
"1,397",Grangelands,SP828048,"482,800","204,800","2,040",England,8,2,"2,014","2,015",UKBMS
"1,398",Swains wood,SU738921,"473,800","192,100",764,England,3,2,"2,014","2,015",UKBMS
"1,399",The Rifle Range,SP829052,"482,900","205,200",934,England,9,2,"2,014","2,015",UKBMS
"1,401",Cissbury Ring,TQ140080,"514,000","108,000","4,193",England,7,21,"1,995","2,015",UKBMS
"1,402",Deep Dean,TQ540027,"554,000","102,700","2,445",England,8,15,"1,998","2,015",UKBMS
"1,404",Levin Down,SU88501370,"488,500","113,700","4,025",England,11,26,"1,990","2,015",UKBMS
"1,406",Wolstonbury Hill,TQ28401380,"528,400","113,800","2,900",England,11,2,"2,001","2,002",UKBMS
"1,407",Frog Firle Farm,TQ51200140,"551,200","101,400","2,765",England,6,14,"2,001","2,014",UKBMS
"1,409",Devil's Dyke (Valley),TQ26501100,"526,500","111,000","2,200",England,10,2,"2,001","2,003",UKBMS
"1,410",Harting Down,SU79801780,"479,800","117,800","4,200",England,6,23,"1,989","2,015",UKBMS
"1,411",Bevendean A,TQ33800680,"533,800","106,800","1,517",England,10,19,"1,997","2,015",UKBMS
"1,412",Bevendean B,TQ33500650,"533,500","106,500","1,576",England,5,18,"1,998","2,015",UKBMS
"1,413",Bevendean C,TQ34300660,"534,300","106,600",788,England,4,19,"1,997","2,015",UKBMS
"1,414",Malling Down,TQ430107,"543,000","110,700","2,650",England,12,17,"1,998","2,015",UKBMS
"1,415",Ashdown Forest (Millbrook Hill),TQ44302970,"544,300","129,700",217,England,14,20,"1,996","2,015",UKBMS
"1,419",Loder Valley 1 (Ardingley Reservoir 1),TQ33203060,"533,200","130,600","1,500",England,15,25,"1,991","2,015",UKBMS
"1,420",Loder Valley 2 (Ardingley Reservoir 2),TQ33503020,"533,500","130,200","1,500",England,12,15,"2,001","2,015",UKBMS
