Administrative port,Home port,Port letters and numbers,Vessel name,Registry of Shipping and Seamen number,Licence number,Fish producer organisation,Overall length,Registered tonnage,Engine power,Vessel capacity units,Year built,Hull,Country of construction,Licence Category,Shellfish  licence (Y/N),Scallop licence (Y/N)
BUCKIE,UNKNOWN,INS291,REUL NA MARA,A12554,42108,SCOTTISH FISHERMENS ORGANISATION,24.85,192,500,400.441,1986,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,BRIDLINGTON,FR141,RADIANT MORN,A11486,50243,NORTHERN PRODUCERS ORGANISATION LTD,16.85,52,213,188.862,1974,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,BA61,GIRL SHARON,A10269,10028,NON-SECTOR,10.76,10.32,55.95,66.173,1970,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN131,GIRL ERRIN,A12318,41012,ORKNEY FPO LTD,11.56,15,108,101.082,1975,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN141,HARVEST MOON,B14709,11731,SCOTTISH FISHERMENS ORGANISATION,12.88,32.57,149,132.094,1996,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN153,JENISKA,A12204,44371,SCOTTISH FISHERMENS ORGANISATION,16.68,42,179,164.45,1971,W,GBS,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN16,ASPIRE II,A12284,44392,NORTHERN IRELAND FPO LTD,12.18,24.13,128,117.404,1975,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN20,CRYSTAL DAWN,C19931,41508,NON-SECTOR,14.95,60.28,186,180.875,2011,S,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,CAMPBELTOWN,CN207,ALLIANCE,A10720,40071,WEST OF SCOTLAND FPO LTD,16.76,51,201,178.272,1975,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN258,ATLAS,A10200,44029,SCOTTISH FISHERMENS ORGANISATION,16.79,66,276,215.202,1973,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN354,FEAR NOT II,A13271,40296,SCOTTISH FISHERMENS ORGANISATION,18.26,120,425,315.418,1986,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN355,SAPPHIRE IV,A12233,44380,SCOTTISH FISHERMENS ORGANISATION,21.53,155,369,310.947,1987,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,CN4,KATIE CLAIRE,B14859,11756,NON-SECTOR,13.45,30.86,145,136.804,1996,S,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,CAMPBELTOWN,CN78,ADORATION II,A11093,40541,SCOTTISH FISHERMENS ORGANISATION,12.24,19.74,73,86.706,1964,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,FR254,DELIVERANCE,B10190,44694,SCOTTISH FISHERMENS ORGANISATION,20.6,172,406,324.84,1989,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,K970,KAYLEIGH M,B12063,41088,NON-SECTOR,13.1,33.64,145.47,134.892,1991,S,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,CAMPBELTOWN,OB353,FIVE SISTERS,A13257,41096,WEST OF SCOTLAND FPO LTD,11,13.19,112,95.5,1983,F,UNK,OVER 10 METRE,Y,N
CAMPBELTOWN,CAMPBELTOWN,SY79,GOOD INTENT,A13180,44505,SCOTTISH FISHERMENS ORGANISATION,18.21,86,208,204.681,1981,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,TT279,DESTINY,A11343,44206,SCOTTISH FISHERMENS ORGANISATION,16.31,50,272.29,212.072,1974,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,TT28,MAJESTIC III,A10782,42247,NORTHERN IRELAND FPO LTD,17.11,56,299.8,228.16,1973,W,GBR,CATEGORY C,N,N
CAMPBELTOWN,CAMPBELTOWN,TT5,KATHLEEN,B12598,40996,NON-SECTOR,11.91,16.85,138,111.407,1991,S,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CAMPBELTOWN,TT74,VILLAGE BELLE IV,A13609,50393,SCOTTISH FISHERMENS ORGANISATION,18.1,47,221,204.792,1970,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,CARRADALE,TT34,CALEDONIA,A24180,40945,SCOTTISH FISHERMENS ORGANISATION,16.04,62.2,280,211.974,1973,W,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,ISLAY,CN3,MAGGIE B,B10160,50917,NON-SECTOR,10.1,14.31,220,136.067,1988,F,GBR,OVER 10 METRE,Y,N
CAMPBELTOWN,KILKEEL,TT37,SILVER LINING III,A24060,41100,SCOTTISH FISHERMENS ORGANISATION,16.61,39,228,189.969,1973,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,TARBERT,OB84,SILVER FERN,A11420,44214,SCOTTISH FISHERMENS ORGANISATION,16.27,47,272,211.722,1971,W,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,TARBERT,TT137,FRIGATE BIRD,A10176,41460,SCOTTISH FISHERMENS ORGANISATION,17.04,65,279.75,219.948,1977,W,GBS,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,BA220,SPINDRIFT,A10383,44053,SCOTTISH FISHERMENS ORGANISATION,17.02,54,244,202.729,1974,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,CN116,GOOD HOPE,A12308,50284,SCOTTISH FISHERMENS ORGANISATION,16.31,58,272,209.495,1969,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,CN15,FERN,A15347,10327,NORTHERN IRELAND FPO LTD,10.67,12.48,89,83.264,1988,F,GBR,OVER 10 METRE,Y,N
CAMPBELTOWN,UNKNOWN,CN25,ATLANTIC DAWN,C21136,42413,NON-SECTOR,20.5,143,492,373.1,2018,S,GBR,OVER 10 METRE,N,Y
CAMPBELTOWN,UNKNOWN,CN298,TRUE TOKEN,A11196,42270,THE FIFE FPO LTD,18.15,46,171,176.956,1965,W,GBR,CATEGORY A,N,N
CAMPBELTOWN,UNKNOWN,CN30,ENTERPRISE,B12595,12971,NON-SECTOR,10.8,6.46,66.00,70.74,1990,F,GBR,CATEGORY C,Y,N
CAMPBELTOWN,UNKNOWN,CN75,MIRAGE II,B14868,11741,NON-SECTOR,11.15,10.16,265,162.177,1990,F,GBR,CATEGORY A,Y,N
CAMPBELTOWN,UNKNOWN,CY77,BRIGHTER MORN,A13679,44597,SCOTTISH FISHERMENS ORGANISATION,17.07,52,186.5,180.2,1976,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,FR669,ORKLA,A17400,41179,WEST OF SCOTLAND FPO LTD,11.58,8.66,60,75.636,1979,S,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,K239,HILDONA,A11963,40189,NON-SECTOR,11.22,13.71,65.85,72.381,1971,F,GBR,OVER 10 METRE,Y,N
CAMPBELTOWN,UNKNOWN,OB235,REBEKAH JAYNE,A11560,10087,SCOTTISH FISHERMENS ORGANISATION,17.2,76,279,221.01,1978,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,PD33,ELEGANCE,B10890,41382,SCOTTISH FISHERMENS ORGANISATION,19.9,163,403,317.665,1989,W,GBR,OVER 10 METRE,N,N
CAMPBELTOWN,UNKNOWN,TT101,LUCKY LUCY,B10363,41644,THE FIFE FPO LTD,11.25,10.07,230,146.925,1989,F,GBR,OVER 10 METRE,Y,N
CAMPBELTOWN,UNKNOWN,UL214,GOLDEN ISLES,A13760,44604,NON-SECTOR,11.38,11.48,94,91.006,1980,F,GBR,OVER 10 METRE,N,N
EYEMOUTH,DUNBAR,LH107,SPITFIRE,A12300,44394,ANGLO-SCOTTISH FPO LTD,11.27,14.31,141,109.77,1974,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,DUNBAR,LH13,HOMARUS,A12234,44381,NON-SECTOR,11.18,10.86,89,82.534,1976,F,GBR,OVER 10 METRE,Y,Y
EYEMOUTH,EYEMOUTH,DE35,MAY QUEEN,A17441,10503,ANGLO-SCOTTISH FPO LTD,11.58,25.49,130,111.768,1981,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,EYEMOUTH,LH163,BRIGHT RAY,A12339,44403,ANGLO-SCOTTISH FPO LTD,16.61,52,171,163.322,1971,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,EYEMOUTH,LH230,STAR DIVINE,A12376,10126,SCOTTISH FISHERMENS ORGANISATION,11.58,19.24,193,138.844,1982,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,EYEMOUTH,LH272,ELLEN MAC,B12234,41019,ANGLO-SCOTTISH FPO LTD,11.8,23.48,180,143.894,1991,S,GBR,OVER 10 METRE,N,N
EYEMOUTH,EYEMOUTH,UL300,ARCTURUS,A12266,42068,ANGLO-SCOTTISH FPO LTD,13.1,26.5,200,153.011,1985,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,GRANTON,LH169,ENDEAVOUR,A14051,40902,ANGLO-SCOTTISH FPO LTD,15.58,47,195,174.063,1972,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,GRANTON,LH65,SHEMARAH II,B14521,40735,ANGLO-SCOTTISH FPO LTD,26.3,301,738,560.91,1995,S,GBS,DEEP SEA SPECIES,N,N
EYEMOUTH,GRANTON,LH65,SHEMARAH II,B14521,40735,ANGLO-SCOTTISH FPO LTD,26.3,301,738,560.91,1995,S,GBS,OVER 10 METRE,N,N
EYEMOUTH,PORT SETON,LH147,CRYSTAL STREAM,A12328,40227,ANGLO-SCOTTISH FPO LTD,17.78,112.34,249,215.707,1984,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,PORT SETON,LH73,GIRL JEAN,A12279,40220,SCOTTISH FISHERMENS ORGANISATION,12.23,19.02,175,135.497,1973,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,ST ABBS,LH316,BOY ANDREW,A12399,41077,NON-SECTOR,12.17,19.63,170,134.429,1958,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,UNKNOWN,FR444,ZEPHYR,A11637,44281,NON-SECTOR,11.15,16.8,111,96.222,1982,W,GBR,OVER 10 METRE,Y,N
EYEMOUTH,UNKNOWN,LH1,TRANQUILLITY S,A10692,44112,ANGLO-SCOTTISH FPO LTD,20.6,169,399,318.394,1988,W,GBR,OVER 10 METRE,N,N
EYEMOUTH,UNKNOWN,LH405,TICINO,A16634,10402,ANGLO-SCOTTISH FPO LTD,13.8,24.31,82,101.346,1971,W,GBR,CATEGORY A,N,N
EYEMOUTH,UNKNOWN,LH50,JAS N3,C20995,42138,NON-SECTOR,11.98,9.23,441,243.495,2017,F,ISL,OVER 10 METRE,Y,N
EYEMOUTH,UNKNOWN,TT277,JEANNIE STELLA,A13364,40304,SCOTTISH FISHERMENS ORGANISATION,11.99,18.29,89,96.403,1964,W,GBR,OVER 10 METRE,N,N
FLEETWOOD,FLEETWOOD,FD170,ALBION,A12343,44404,ANGLO-NORTH IRISH FPO LTD,12.17,19.9,112,106.869,1955,W,GBR,CATEGORY A,N,N
FLEETWOOD,FLEETWOOD,FD177,ISADALE,A10129,10013,ANGLO-NORTH IRISH FPO LTD,26.16,149,447,371.19,1971,S,GBS,CATEGORY A,N,N
FLEETWOOD,FLEETWOOD,FD5,JULIA ANNE,A13284,12993,NON-SECTOR,16.4,44,221,188.01,1973,F,GBR,CATEGORY A,N,N
FLEETWOOD,FLEETWOOD,FD521,MONTE MAZANTEU,B13756,41449,ANGLO-NORTH IRISH FPO LTD,27.3,200,298,325.2,1989,S,ESP,CATEGORY A,N,N
FLEETWOOD,FLEETWOOD,FD521,MONTE MAZANTEU,B13756,41449,ANGLO-NORTH IRISH FPO LTD,27.3,200,298,325.2,1989,S,ESP,DEEP SEA SPECIES,N,N
FLEETWOOD,FLEETWOOD,LT372,SUFFOLK CHIEFTAIN,A18989,44659,ANGLO-NORTH IRISH FPO LTD,38.25,390,741,630.653,1968,S,GBR,CATEGORY A,Y,N
FLEETWOOD,FLEETWOOD,LT372,SUFFOLK CHIEFTAIN,A18989,44659,ANGLO-NORTH IRISH FPO LTD,38.25,390,741,630.653,1968,S,GBR,DEEP SEA SPECIES,Y,N
FLEETWOOD,FLEETWOOD,MT49,SOLWAY PROSPECTOR,B10037,13079,NON-SECTOR,11.68,17.93,107,107.835,1989,S,GBR,CATEGORY B ,N,Y
FLEETWOOD,MARYPORT,MT23,CHELARIS,C18548,11953,NORTHERN IRELAND FPO LTD,14.98,32.89,221,172.852,1970,S,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,BH44,BORDER LASSIE,A14446,44624,NORTHERN IRELAND FPO LTD,13.41,25.85,94,106.936,1958,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,BN78,JAANA B,A15000,10306,NON-SECTOR,11.86,13.72,76,84.486,1982,S,GBR,CATEGORY C,N,N
FLEETWOOD,UNKNOWN,CL4,JOLANDA,B11918,11445,NON-SECTOR,11.5,22.16,141.74,119.558,1990,S,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,FD131,BOY CHRISTOPHER,B14109,41527,NON-SECTOR,17.76,101,256.00,219.451,1963,W,FRA,OVER 10 METRE,Y,N
FLEETWOOD,UNKNOWN,FD536,ANNE MARY B,B10969,12454,NON-SECTOR,13.39,26.17,100,103.113,1989,S,GBR,CATEGORY C,Y,N
FLEETWOOD,UNKNOWN,FD537,PROSPERITY,A13690,13075,NON-SECTOR,17.73,38,235,197.769,1966,S,GBR,CATEGORY B ,N,N
FLEETWOOD,UNKNOWN,FD7,LADY KATE,A10086,41830,NON-SECTOR,13.1,31.2,149,132.157,1979,W,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,MT123,SAM LEWETTE II,B11316,11980,NORTHERN IRELAND FPO LTD,12.2,27.87,182,141.436,1990,S,,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,MT127,OUR HERITAGE,A11545,10086,SCOTTISH FISHERMENS ORGANISATION,16.89,53,221,193.696,1976,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,MT188,SINCERITY II,A24699,11962,NORTHERN IRELAND FPO LTD,13.39,24.33,127,119.414,1962,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,MT338,FREDWOOD,A10461,12882,NON-SECTOR,19.35,45.17,221,220.387,1975,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,MT66,OUR JAMES,A12116,11437,ANGLO-NORTH IRISH FPO LTD,13.57,24.92,145,132.421,1965,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,MT99,SILVER FERN,A11091,44590,NORTHERN IRELAND FPO LTD,13.09,20.76,122,116.423,1973,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,WA1,DAYBREAK,C20338,11552,NON-SECTOR,10.1,10.1,104,96.795,2012,F,GBR,CATEGORY C,Y,N
FLEETWOOD,UNKNOWN,WA2,SYRINEN,A23545,11127,ANGLO-NORTH IRISH FPO LTD,11.6,18.91,82,89.912,1959,W,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,WA31,STJERNEN,A23563,11130,NORTHERN IRELAND FPO LTD,11.54,18.82,66,82.553,1959,W,GBR,CATEGORY A,N,Y
FLEETWOOD,UNKNOWN,WA35,KINLOCH,A13557,11873,ANGLO-NORTH IRISH FPO LTD,12.8,24.79,177,135.074,1969,W,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,WA37,SCOTIA,A10538,10043,NORTHERN IRELAND FPO LTD,11.25,20.06,62,78.975,1955,W,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,WA38,BARBARA ANNE,A24798,12655,NORTHERN IRELAND FPO LTD,11.92,30.75,171.51,133.799,1988,S,GBR,CATEGORY A,N,N
FLEETWOOD,UNKNOWN,WA5,PATSY ANNE,A13282,10144,NORTHERN IRELAND FPO LTD,11.58,11.86,104,88.835,1969,W,GBR,CATEGORY A,N,N
FLEETWOOD,WHITEHAVEN,BW98,LAURA ANN,A11488,50527,NON-SECTOR,16.42,50,164,163.946,1971,W,GBR,CATEGORY A,N,N
FLEETWOOD,WHITEHAVEN,WA11,GIRL MIA,C21023,12967,NON-SECTOR,13.65,40.8,292,227.223,2017,F,GBR,CATEGORY C,Y,N
FLEETWOOD,WHITEHAVEN,WY38,PAMELA S,A11419,12540,NON-SECTOR,16.76,41,231,197.471,1969,W,,CATEGORY A,N,N
FRASERBURGH,FRASERBURGH,BCK181,HEATHER SPRIG,B10184,44693,ANGLO-SCOTTISH FPO LTD,18.6,136,413,313.446,1989,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF103,GRATITUDE,C17873,41030,ANGLO-SCOTTISH FPO LTD,14.85,37.28,269,204.21,2003,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF106,ZENITH,C19184,42098,SCOTTISH FISHERMENS ORGANISATION,18.6,167,480,342.48,2008,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF110,EXCEL,C19627,41221,SCOTTISH FISHERMENS ORGANISATION,18.95,174,379,303.2,2009,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF12,ELLORAH,C19403,41183,THE FIFE FPO LTD,18.95,174,403,314,2009,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF155,PLEIADES,C19370,41146,NORTHERN PRODUCERS ORGANISATION LTD,17.5,122,358,277.475,2008,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF19,AMETHYST,C19362,41135,SCOTTISH FISHERMENS ORGANISATION,19.05,167,375,298.29,2008,S,GBS,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF190,OCEAN VISION,C20442,42231,SCOTTISH FISHERMENS ORGANISATION,23,227,480,383.9,2013,S,GBR,CATEGORY A,N,N
FRASERBURGH,FRASERBURGH,BF191,VISION IV,C21082,42250,SCOTTISH FISHERMENS ORGANISATION,24,235,480,394.08,2017,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF240,FRUITFUL VINE,C19651,41233,SCOTTISH FISHERMENS ORGANISATION,21.22,191,480,364.54,2009,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF27,ANTARIES,C17299,40963,NORTHERN PRODUCERS ORGANISATION LTD,16.7,106,363,271.065,2001,S,RUS,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF37,BRACODEN,B12388,41642,SCOTTISH FISHERMENS ORGANISATION,20.75,171,399,321.895,1991,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF372,SILVER WAVE,A17771,41596,THE FIFE FPO LTD,18.18,76,298,236.817,1974,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF432,ORION,C17058,42120,SCOTTISH FISHERMENS ORGANISATION,21.4,207,496,379.848,2000,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF440,BERYL,C16444,40870,SCOTTISH FISHERMENS ORGANISATION,27.85,331,555.8,486.835,1998,S,ESP,DEEP SEA SPECIES,N,N
FRASERBURGH,FRASERBURGH,BF440,BERYL,C16444,40870,SCOTTISH FISHERMENS ORGANISATION,27.85,331,555.8,486.835,1998,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF515,ENDEAVOUR IV,C19453,41162,SCOTTISH FISHERMENS ORGANISATION,28.96,478,1060,781.08,2008,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF601,ZEPHYR,C18340,42235,SCOTTISH FISHERMENS ORGANISATION,18.6,163,372,293.88,2005,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF7,TRANQUILLITY,C17445,41161,SCOTTISH FISHERMENS ORGANISATION,23.92,212,620,452.659,2000,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF79,BOUNTIFUL,A12377,41840,THE FIFE FPO LTD,21.1,112,403,330.105,1987,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF794,SHAULORA,A10827,44151,THE FIFE FPO LTD,17.64,87,244,209.642,1974,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,BF800,RELIANCE II,C19388,41177,SCOTTISH FISHERMENS ORGANISATION,19,166,356,293.2,2009,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR101,ATLAS,B12667,41459,ANGLO-SCOTTISH FPO LTD,20.8,173,410,327.188,1992,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR121,HELENUS,A12541,40750,ABERDEEN FPO LTD,26.61,235,616,476.775,1987,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR129,FAITHFUL,A11481,40140,NORTHERN PRODUCERS ORGANISATION LTD,23.5,198,413,350.35,1985,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR152,OCEAN TRUST,A10748,40650,SCOTTISH FISHERMENS ORGANISATION,21.31,164,383,321.946,1985,W,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR165,UNITY,C20469,41754,SCOTTISH FISHERMENS ORGANISATION,38.1,850,3000,1807.2,2005,S,NOR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR178,CRYSTAL RIVER,A10524,44070,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,25.91,208,514,421.738,1985,S,NLD,DEEP SEA SPECIES,N,N
FRASERBURGH,FRASERBURGH,FR178,CRYSTAL RIVER,A10524,44070,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,25.91,208,514,421.738,1985,S,NLD,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR224,CHRISTINA S,C18943,41139,SCOTTISH FISHERMENS ORGANISATION,71.96,2411,5999,3742.97,2007,S,NOR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR226,CHALLENGE,C18160,41063,KLONDYKE,65,1676,5110,3157.5,2004,S,ESP,DEEP SEA SPECIES,N,N
FRASERBURGH,FRASERBURGH,FR226,CHALLENGE,C18160,41063,KLONDYKE,65,1676,5110,3157.5,2004,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR228,CHRIS ANDRA,C18898,41107,KLONDYKE,71.2,2247,6000,3725.28,2006,S,NOR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR24,HORIZON 11,A11409,41040,ANGLO-SCOTTISH FPO LTD,16.75,125.73,369,263.2,1987,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR243,JACQUELINE ANNE,C20315,41632,SCOTTISH FISHERMENS ORGANISATION,23,227,480,383.9,2013,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR246,RENOWN,A11549,40149,ABERDEEN FPO LTD,24.41,201,500,402.217,1987,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR249,GRATEFUL,C20973,42164,SCOTTISH FISHERMENS ORGANISATION,69.95,2388,4500,3074.25,2017,S,DNK,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR253,VIRTUOUS,C19715,41250,SCOTTISH FISHERMENS ORGANISATION,23.3,210,470,379.26,2010,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR268,VALHALLA,C16561,41559,SCOTTISH FISHERMENS ORGANISATION,25.6,201,492,400.6,1999,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR316,REVIVAL,A12456,41018,NORTHERN IRELAND FPO LTD,25.9,217,579,434.08,1984,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR359,SUNRISE,A11608,44272,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,26,201,503,413.55,1984,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR375,OCEAN QUEST,A13033,42163,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,21.28,163,464,351.376,1982,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR385,DEFIANCE,A11568,40843,NORTH EAST OF SCOTLAND FISHERMENS ORGANISATION,26.21,187,475,393.551,1975,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR4,GUIDE US,A10512,41262,SCOTTISH FISHERMENS ORGANISATION,17.94,109,405,303.345,1982,S,UNK,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR443,MIA JANE W,C19210,44500,SCOTTISH FISHERMENS ORGANISATION,24.4,199,469,383.802,1989,S,FRA,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR487,SUNBEAM,C16691,41083,SCOTTISH FISHERMENS ORGANISATION,56.17,1349,2949,1973.005,1999,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR50,UBEROUS,C21210,42442,SCOTTISH FISHERMENS ORGANISATION,24.06,242,492.00,409.068,2018,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR73,RADIANT STAR,A11370,41421,NORTHERN IRELAND FPO LTD,14.95,30.43,221,172.854,1970,S,GBR,OVER 10 METRE,N,Y
FRASERBURGH,FRASERBURGH,FR77,OCEAN STAR,C21108,42357,SCOTTISH FISHERMENS ORGANISATION,86.8,4629,6960,4659.68,2018,S,POL,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR890,DAVANLIN,B14370,40940,SCOTTISH FISHERMENS ORGANISATION,20.89,157,485,361.973,1995,W,GBS,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR90,CHALLENGER,C19650,41234,SCOTTISH FISHERMENS ORGANISATION,19.07,166,492,354.89,2010,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR928,OCEAN PIONEER,C16929,40935,SCOTTISH FISHERMENS ORGANISATION,19,161,501,358.83,2000,S,ESP,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,FR941,PHOENIX,A11638,44548,ABERDEEN FPO LTD,26.5,237,547,440.925,1988,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,FRASERBURGH,FR941,PHOENIX,A11638,44548,ABERDEEN FPO LTD,26.5,237,547,440.925,1988,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,INS110,BOY JOHN,C20600,41733,SCOTTISH FISHERMENS ORGANISATION,28,494.58,578,489.7,2014,S,DNK,OVER 10 METRE,N,N
FRASERBURGH,FRASERBURGH,INS564,ARTEMIS,B14431,42251,ABERDEEN FPO LTD,27.69,399,731,569.853,1995,S,GBR,DEEP SEA SPECIES,N,N
FRASERBURGH,FRASERBURGH,INS564,ARTEMIS,B14431,42251,ABERDEEN FPO LTD,27.69,399,731,569.853,1995,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,BF109,CELESTIAL DAWN,C17208,42160,SCOTTISH FISHERMENS ORGANISATION,19.9,195,492,366.67,2000,S,GBR,OVER 10 METRE,N,N
FRASERBURGH,GARDENSTOWN,BF120,LIBERTY,A10895,40105,SCOTTISH FISHERMENS ORGANISATION,18.42,97,373,287.764,1988,W,GBS,OVER 10 METRE,N,N
